prediction,state,action,reward,next_prediction,next_state
0.9930359110029737,9,INCREASE_MODERATE_THRESHOLD,-1,1.0,9
0.9426046967970092,9,DECREASE_MODERATE_THRESHOLD,1,0.8962210408446001,8
0.9697172804950055,9,INCREASE_TOP_K,-1,0.983431699566911,9
0.9308429939612722,9,DECREASE_HIGH_THRESHOLD,1,0.8854577345347262,8
0.9377537304308412,9,DECREASE_MODERATE_THRESHOLD,1,0.9024167138717042,9
0.8707004265894294,8,DECREASE_TOP_K,1,0.8245894121596238,8
0.8810783143110009,8,INCREASE_TOP_K,-1,0.9167309315687971,9
0.854731619400756,8,DECREASE_HIGH_THRESHOLD,1,0.8339526735422825,8
0.8767143787094179,8,INCREASE_MODERATE_THRESHOLD,-1,0.9221798645606448,9
0.7985623106873336,7,DECREASE_HIGH_THRESHOLD,1,0.7765571181933842,7
0.80964622599472,8,INCREASE_HIGH_THRESHOLD,-1,0.8545366251636409,8
0.7646176060521592,7,DECREASE_HIGH_THRESHOLD,1,0.7160707982916067,7
0.7339290744909284,7,INCREASE_HIGH_THRESHOLD,-1,0.7732203331010368,7
0.7070629518275464,7,INCREASE_TOP_K,-1,0.7265840990443942,7
0.7131761727162594,7,DECREASE_MODERATE_THRESHOLD,1,0.6645340500712309,6
0.6664149546945516,6,INCREASE_HIGH_THRESHOLD,-1,0.6982769580317743,6
0.6535613488304981,6,INCREASE_MODERATE_THRESHOLD,-1,0.6706634914033915,6
0.6792110518368598,6,DECREASE_HIGH_THRESHOLD,1,0.6545386259129576,6
0.6351614166029043,6,INCREASE_MODERATE_THRESHOLD,-1,0.6843740161833561,6
0.6216094302001163,6,INCREASE_MODERATE_THRESHOLD,-1,0.6413762114769478,6
0.5877915331628718,5,INCREASE_MODERATE_THRESHOLD,-1,0.6205123023582428,6
0.5809865558009543,5,NOP,0,0.5809865558009543,5
0.559718070764519,5,DECREASE_TOP_K,1,0.5307595668817636,5
0.49115680571114506,4,INCREASE_MODERATE_THRESHOLD,-1,0.512977891743552,5
0.5112935977567553,5,INCREASE_MODERATE_THRESHOLD,-1,0.5466418239735175,5
0.49387541239456734,4,DECREASE_TOP_K,1,0.47791131364561357,4
0.4800104406066539,4,DECREASE_TOP_K,1,0.45439543331176874,4
0.46055718659334427,4,INCREASE_MODERATE_THRESHOLD,-1,0.5026154829947013,5
0.4351283136861777,4,INCREASE_TOP_K,-1,0.4492398392011004,4
0.39993874751930597,3,DECREASE_MODERATE_THRESHOLD,1,0.3769600519994154,3
0.364576131606818,3,DECREASE_HIGH_THRESHOLD,1,0.34602785471236486,3
0.36959278593760664,3,INCREASE_TOP_K,-1,0.4020392973131392,4
0.30363837132671584,3,DECREASE_MODERATE_THRESHOLD,1,0.2613359389288883,2
0.33615418371154576,3,INCREASE_TOP_K,-1,0.3757965596005481,3
0.3105740082756948,3,INCREASE_TOP_K,-1,0.3307514013032279,3
0.31146217970627116,3,DECREASE_MODERATE_THRESHOLD,1,0.2814524854127166,2
0.23725142302884317,2,DECREASE_TOP_K,1,0.2254991032410578,2
0.24621004814461311,2,DECREASE_TOP_K,1,0.19808972792505825,1
0.22478107162586722,2,INCREASE_MODERATE_THRESHOLD,-1,0.2581452167581178,2
0.19497053609453893,1,DECREASE_TOP_K,1,0.155425051328266,1
0.15586515460652986,1,INCREASE_MODERATE_THRESHOLD,-1,0.19815757394345365,1
0.18813759491302934,1,INCREASE_MODERATE_THRESHOLD,-1,0.22334399912259217,2
0.10219375589838767,1,INCREASE_MODERATE_THRESHOLD,-1,0.14077582792825194,1
0.1076220340457671,1,DECREASE_TOP_K,1,0.0919916255834673,0
0.0918549317604904,0,DECREASE_MODERATE_THRESHOLD,1,0.04343675523610299,0
0.07086990493989831,0,INCREASE_TOP_K,-1,0.11025606928110114,1
0.060068157266498834,0,INCREASE_HIGH_THRESHOLD,-1,0.09367408055060525,0
0.044488924453136666,0,DECREASE_HIGH_THRESHOLD,1,0.0,0
