prediction,state,action,reward,next_prediction,next_state
0.21343710831534682,2,INCREASE_TOP_K,-1,0.23851335958140824,2
0.23217073430386906,2,DECREASE_MODERATE_THRESHOLD,1,0.20028021536004453,2
0.2424941981675264,2,INCREASE_TOP_K,-1,0.2826089592849775,2
0.26443810584176475,2,DECREASE_MODERATE_THRESHOLD,1,0.2379240201686788,2
0.26328309324408355,2,INCREASE_HIGH_THRESHOLD,-1,0.2771276670646443,2
0.2850426740578804,2,INCREASE_HIGH_THRESHOLD,-1,0.311519373323224,3
0.35696789350919345,3,INCREASE_TOP_K,-1,0.39036164498192705,3
0.3688187395434212,3,INCREASE_TOP_K,-1,0.3849708354457026,3
0.40111091470033067,4,DECREASE_MODERATE_THRESHOLD,1,0.37163212521515215,3
0.4398978927602102,4,DECREASE_TOP_K,1,0.4247436251823397,4
0.42912896015306207,4,INCREASE_TOP_K,-1,0.4669461040007282,4
0.4835946834825751,4,INCREASE_MODERATE_THRESHOLD,-1,0.5277442497689107,5
0.5487728005974822,5,DECREASE_TOP_K,1,0.500490389774402,5
0.5536208024953961,5,INCREASE_HIGH_THRESHOLD,-1,0.590377893697562,5
0.5679637420558717,5,DECREASE_HIGH_THRESHOLD,1,0.5182719737344834,5
0.5921924346506929,5,DECREASE_TOP_K,1,0.5741527885683911,5
0.577850710509449,5,NOP,0,0.577850710509449,5
0.6200374049680109,6,DECREASE_HIGH_THRESHOLD,1,0.5909841925951476,5
0.7143663548810316,7,INCREASE_MODERATE_THRESHOLD,-1,0.744472967871911,7
0.7121735829361154,7,INCREASE_MODERATE_THRESHOLD,-1,0.7407943565715448,7
0.6825217365553422,6,DECREASE_TOP_K,1,0.644415641802481,6
0.7506819052884253,7,INCREASE_TOP_K,-1,0.7882126166640253,7
0.767876372326015,7,DECREASE_HIGH_THRESHOLD,1,0.7419470327466046,7
0.7678812153887378,7,DECREASE_HIGH_THRESHOLD,1,0.7466543039943424,7
0.8488047861217789,8,INCREASE_TOP_K,-1,0.8717423002019894,8
0.8606518460699423,8,DECREASE_MODERATE_THRESHOLD,1,0.8429798137628088,8
0.8633607387734837,8,DECREASE_MODERATE_THRESHOLD,1,0.8434004445958964,8
0.9180382217451102,9,DECREASE_TOP_K,1,0.8923792017845519,8
0.979037587077339,9,INCREASE_MODERATE_THRESHOLD,-1,1.0,9
0.9628219509365048,9,DECREASE_MODERATE_THRESHOLD,1,0.9514694402081074,9
