prediction,state,action,reward,next_prediction,next_state
0.9810120968623187,9,DECREASE_MODERATE_THRESHOLD,1,0.952663510352952,9
0.9069871699771416,9,INCREASE_HIGH_THRESHOLD,-1,0.9374067879709963,9
0.9354284785719317,9,INCREASE_MODERATE_THRESHOLD,-1,0.9852305021983516,9
0.9137613994678868,9,DECREASE_TOP_K,1,0.878671287496768,8
0.922220252031431,9,INCREASE_TOP_K,-1,0.9335737057374099,9
0.8520875289538239,8,DECREASE_HIGH_THRESHOLD,1,0.8137132845588553,8
0.8305291654569344,8,INCREASE_HIGH_THRESHOLD,-1,0.8688640491981292,8
0.8373375531949137,8,DECREASE_MODERATE_THRESHOLD,1,0.8018905300149224,8
0.8166565094488352,8,INCREASE_TOP_K,-1,0.8567275730966528,8
0.7830923360036602,7,INCREASE_MODERATE_THRESHOLD,-1,0.7977056296664873,7
0.7640076414612328,7,DECREASE_MODERATE_THRESHOLD,1,0.7162358588132888,7
0.7506427554513363,7,INCREASE_TOP_K,-1,0.7882161132947856,7
0.7505657232115176,7,NOP,0,0.7505657232115176,7
0.7330898454801639,7,INCREASE_TOP_K,-1,0.7678109069223833,7
0.6936270388988057,6,INCREASE_TOP_K,-1,0.7349444721139697,7
0.6895301841559643,6,DECREASE_TOP_K,1,0.6521286310585243,6
0.7040375049211604,7,DECREASE_HIGH_THRESHOLD,1,0.6692784226405297,6
0.6493987350800143,6,INCREASE_HIGH_THRESHOLD,-1,0.6986046767138642,6
0.6470840350740343,6,INCREASE_TOP_K,-1,0.6653626069746101,6
0.5954102938659013,5,INCREASE_MODERATE_THRESHOLD,-1,0.6366031881706841,6
0.5410106396780971,5,INCREASE_HIGH_THRESHOLD,-1,0.5628906271337972,5
0.568501048605538,5,DECREASE_MODERATE_THRESHOLD,1,0.5264589960865411,5
0.5464000779779192,5,DECREASE_TOP_K,1,0.5124527132713107,5
0.5252890240514663,5,DECREASE_TOP_K,1,0.5118109453323,5
0.5025675568882005,5,INCREASE_HIGH_THRESHOLD,-1,0.5219495456591021,5
0.4946083183006044,4,DECREASE_MODERATE_THRESHOLD,1,0.4468936257007433,4
0.463583669990598,4,INCREASE_MODERATE_THRESHOLD,-1,0.49958166690329875,4
0.4378003746638388,4,DECREASE_HIGH_THRESHOLD,1,0.4008402999757351,4
0.40603568359953385,4,DECREASE_MODERATE_THRESHOLD,1,0.3749314678254767,3
0.3992099379313761,3,DECREASE_HIGH_THRESHOLD,1,0.3707227771940593,3
0.3826509790346447,3,NOP,0,0.3826509790346447,3
0.33307915157119,3,NOP,0,0.33307915157119,3
0.31442350629164106,3,INCREASE_HIGH_THRESHOLD,-1,0.3414654301344973,3
0.30549678981852757,3,DECREASE_HIGH_THRESHOLD,1,0.2939291612563162,2
0.25137144021045965,2,NOP,0,0.25137144021045965,2
0.26971153858555114,2,INCREASE_TOP_K,-1,0.30152023894485597,3
0.26949703536761555,2,INCREASE_TOP_K,-1,0.3162991340378785,3
0.2747005584310547,2,DECREASE_HIGH_THRESHOLD,1,0.24134498630471587,2
0.2548038745813448,2,INCREASE_MODERATE_THRESHOLD,-1,0.2953878736544803,2
0.1777880144618303,1,INCREASE_TOP_K,-1,0.20269731617957806,2
0.2068246371462368,2,NOP,0,0.2068246371462368,2
0.17292428345452157,1,INCREASE_TOP_K,-1,0.20158539530814185,2
0.12625202372138294,1,DECREASE_TOP_K,1,0.11171198596475711,1
0.15114048654649154,1,NOP,0,0.15114048654649154,1
0.11011422107200283,1,INCREASE_TOP_K,-1,0.1422798737469543,1
0.10307574230232243,1,DECREASE_MODERATE_THRESHOLD,1,0.06538503909757232,0
0.046971877056494464,0,NOP,0,0.046971877056494464,0
0.07510873534778868,0,INCREASE_HIGH_THRESHOLD,-1,0.09677033365958473,0
