prediction,state,action,reward,next_prediction,next_state
0.039670450539254616,0,DECREASE_MODERATE_THRESHOLD,1,0.023877794772221624,0
0.041783766611241197,0,DECREASE_MODERATE_THRESHOLD,1,0.00756088331827396,0
0.09708643161353227,0,INCREASE_HIGH_THRESHOLD,-1,0.11734207076450519,1
0.07985903301128314,0,NOP,0,0.07985903301128314,0
0.14912980239426482,1,INCREASE_TOP_K,-1,0.16706558436338348,1
0.22168708525511988,2,DECREASE_MODERATE_THRESHOLD,1,0.1940767417346415,1
0.17817831353106833,1,INCREASE_MODERATE_THRESHOLD,-1,0.2041578420933086,2
0.22609223244030718,2,INCREASE_MODERATE_THRESHOLD,-1,0.2551753081457089,2
0.22423512227262327,2,DECREASE_MODERATE_THRESHOLD,1,0.17596015597611042,1
0.3186473879694713,3,DECREASE_HIGH_THRESHOLD,1,0.27982277774791375,2
0.32088229164471244,3,NOP,0,0.32088229164471244,3
0.3861994205571405,3,INCREASE_TOP_K,-1,0.4117683328499159,4
0.36789887402488947,3,NOP,0,0.36789887402488947,3
0.43556141962753525,4,DECREASE_MODERATE_THRESHOLD,1,0.40629087508728706,4
0.4272609421550105,4,NOP,0,0.4272609421550105,4
0.4826874604511282,4,DECREASE_MODERATE_THRESHOLD,1,0.468367130210218,4
0.5485212951690313,5,DECREASE_MODERATE_THRESHOLD,1,0.49860136357790236,4
0.5233809247028364,5,NOP,0,0.5233809247028364,5
0.5676091561398526,5,INCREASE_HIGH_THRESHOLD,-1,0.6136522269082569,6
0.6194475290987485,6,INCREASE_MODERATE_THRESHOLD,-1,0.6498894504671604,6
0.6370244588449961,6,DECREASE_MODERATE_THRESHOLD,1,0.594941766012254,5
0.6437581502290021,6,DECREASE_MODERATE_THRESHOLD,1,0.6191371920269395,6
0.7048038432997402,7,DECREASE_MODERATE_THRESHOLD,1,0.6860465018161498,6
0.7381513374410709,7,NOP,0,0.7381513374410709,7
0.7511986950102237,7,NOP,0,0.7511986950102237,7
0.8072388554834817,8,DECREASE_TOP_K,1,0.7771061135797248,7
0.8465117503339922,8,NOP,0,0.8465117503339922,8
0.8531989404269579,8,DECREASE_MODERATE_THRESHOLD,1,0.822251898465027,8
0.8819765085328338,8,NOP,0,0.8819765085328338,8
0.8902652132973842,8,DECREASE_TOP_K,1,0.8465197136461522,8
