prediction,state,action,reward,next_prediction,next_state
0.8680037093387224,8,DECREASE_TOP_K,1,0.8224146834874332,8
0.9295695996173168,9,DECREASE_HIGH_THRESHOLD,1,0.9139735271631153,9
0.8990476370039833,8,DECREASE_MODERATE_THRESHOLD,1,0.886165148321169,8
0.868085751729771,8,DECREASE_HIGH_THRESHOLD,1,0.8570884231158997,8
0.8667217377159426,8,DECREASE_TOP_K,1,0.8475260349686887,8
0.8258089269397814,8,DECREASE_MODERATE_THRESHOLD,1,0.8155324310242248,8
0.8396411915832946,8,DECREASE_HIGH_THRESHOLD,1,0.8175063752983066,8
0.8001046006228882,8,INCREASE_TOP_K,-1,0.8235830130240649,8
0.8035916428088911,8,DECREASE_TOP_K,1,0.7872400519408688,7
0.7745847285639833,7,NOP,0,0.7745847285639833,7
0.7354474128137497,7,NOP,0,0.7354474128137497,7
0.724340005090018,7,INCREASE_TOP_K,-1,0.7643214750790494,7
0.7075243548839146,7,INCREASE_HIGH_THRESHOLD,-1,0.7187454892358611,7
0.6907307708513122,6,DECREASE_MODERATE_THRESHOLD,1,0.6805580815523056,6
0.6646566176451062,6,NOP,0,0.6646566176451062,6
0.6740392203074144,6,INCREASE_TOP_K,-1,0.7194069412759246,7
0.6294524097307518,6,DECREASE_TOP_K,1,0.590113555563735,5
0.6115935916527737,6,INCREASE_HIGH_THRESHOLD,-1,0.6581662955119905,6
0.6359929306136695,6,DECREASE_MODERATE_THRESHOLD,1,0.6044188637551491,6
0.6053793893414421,6,INCREASE_TOP_K,-1,0.6313892446945846,6
0.5734882955458428,5,DECREASE_MODERATE_THRESHOLD,1,0.5493867263668192,5
0.6069764907210937,6,DECREASE_MODERATE_THRESHOLD,1,0.5586301474423914,5
0.5202598061216517,5,INCREASE_MODERATE_THRESHOLD,-1,0.5322125674781267,5
0.543928185048376,5,DECREASE_TOP_K,1,0.5235612394667277,5
0.5044907273598229,5,DECREASE_MODERATE_THRESHOLD,1,0.46240971856848,4
0.49369905052459,4,DECREASE_HIGH_THRESHOLD,1,0.4731117400382083,4
0.4623910075867671,4,DECREASE_HIGH_THRESHOLD,1,0.4152588483766883,4
0.49744743319058815,4,NOP,0,0.49744743319058815,4
0.3812371199631034,3,DECREASE_MODERATE_THRESHOLD,1,0.3581065258405668,3
0.40853586102896894,4,DECREASE_MODERATE_THRESHOLD,1,0.36325771229504383,3
0.3914363329210325,3,DECREASE_MODERATE_THRESHOLD,1,0.37440354893637406,3
0.40635695353176055,4,INCREASE_MODERATE_THRESHOLD,-1,0.45628578948404747,4
0.340838891327312,3,INCREASE_MODERATE_THRESHOLD,-1,0.36286539738100576,3
0.3265740101258667,3,DECREASE_MODERATE_THRESHOLD,1,0.2836836626297373,2
0.3400294564474278,3,NOP,0,0.3400294564474278,3
0.320828775344267,3,DECREASE_MODERATE_THRESHOLD,1,0.2930263394903079,2
0.3153567758789014,3,INCREASE_HIGH_THRESHOLD,-1,0.346797799114399,3
0.27938234098991077,2,NOP,0,0.27938234098991077,2
0.2509967683855017,2,DECREASE_HIGH_THRESHOLD,1,0.21339748783787224,2
0.2532503516981033,2,INCREASE_TOP_K,-1,0.2989159396346953,2
0.2406712597404991,2,DECREASE_HIGH_THRESHOLD,1,0.2063975545966356,2
0.1926832467772218,1,INCREASE_MODERATE_THRESHOLD,-1,0.2038348178368526,2
0.20058776493743607,2,DECREASE_HIGH_THRESHOLD,1,0.18491537825124116,1
0.2082906898995573,2,DECREASE_MODERATE_THRESHOLD,1,0.16567263606534588,1
