prediction,state,action,reward,next_prediction,next_state
0.27384262948518023,2,DECREASE_MODERATE_THRESHOLD,1,0.2244861901527394,2
0.28133184985284165,2,INCREASE_TOP_K,-1,0.3277628381229747,3
0.28212284930111314,2,DECREASE_HIGH_THRESHOLD,1,0.24204101285569407,2
0.28817200477821914,2,NOP,0,0.28817200477821914,2
0.2951430284242527,2,DECREASE_TOP_K,1,0.2508559703873732,2
0.3107193504280492,3,DECREASE_MODERATE_THRESHOLD,1,0.2766479754847996,2
0.3037236120817427,3,DECREASE_HIGH_THRESHOLD,1,0.28080508715084007,2
0.3008672693081183,3,INCREASE_TOP_K,-1,0.3406391398037388,3
0.27160481206452664,2,INCREASE_HIGH_THRESHOLD,-1,0.28623228588393124,2
0.30231249487810863,3,DECREASE_TOP_K,1,0.26215337112478315,2
0.2959228138630667,2,INCREASE_MODERATE_THRESHOLD,-1,0.3409631605592774,3
0.3129243563662181,3,NOP,0,0.3129243563662181,3
0.30143618566774494,3,DECREASE_HIGH_THRESHOLD,1,0.2577346539305885,2
0.25794609756654907,2,INCREASE_HIGH_THRESHOLD,-1,0.29562457351835664,2
0.3115284442297104,3,DECREASE_TOP_K,1,0.28753248400669373,2
0.27388529735386674,2,DECREASE_HIGH_THRESHOLD,1,0.255930367680146,2
0.3208511512789955,3,INCREASE_MODERATE_THRESHOLD,-1,0.3366382166862225,3
0.34393216501418117,3,DECREASE_MODERATE_THRESHOLD,1,0.2990774367693421,2
0.31365759861601833,3,INCREASE_MODERATE_THRESHOLD,-1,0.3621622405660145,3
0.28581584346296107,2,DECREASE_HIGH_THRESHOLD,1,0.2658510911647992,2
0.2974710264940792,2,DECREASE_HIGH_THRESHOLD,1,0.26370494785433474,2
0.2935177020699141,2,NOP,0,0.2935177020699141,2
0.3212302617873076,3,INCREASE_MODERATE_THRESHOLD,-1,0.35765999956292077,3
0.3159455685146837,3,INCREASE_MODERATE_THRESHOLD,-1,0.34739816948887164,3
0.316366399009894,3,NOP,0,0.316366399009894,3
0.3100434078403726,3,INCREASE_MODERATE_THRESHOLD,-1,0.33779741602114144,3
