prediction,state,action,reward,next_prediction,next_state
0.827224611763366,8,DECREASE_HIGH_THRESHOLD,1,0.8065844711739228,8
0.7621959204860167,7,DECREASE_TOP_K,1,0.7416109333162663,7
0.7041217585058642,7,INCREASE_TOP_K,-1,0.7469387131827082,7
0.6826021222165662,6,DECREASE_HIGH_THRESHOLD,1,0.6437340956202565,6
0.6509702942844799,6,INCREASE_HIGH_THRESHOLD,-1,0.6919669562275719,6
0.6303581542927222,6,DECREASE_TOP_K,1,0.5993568594082281,5
0.5916544901967451,5,INCREASE_MODERATE_THRESHOLD,-1,0.6196866710505267,6
0.5296614765320085,5,INCREASE_HIGH_THRESHOLD,-1,0.5514418260290473,5
0.5451173043565457,5,DECREASE_MODERATE_THRESHOLD,1,0.5067290317516064,5
0.45529063961607774,4,DECREASE_TOP_K,1,0.4135215654687505,4
0.4475701117661361,4,INCREASE_HIGH_THRESHOLD,-1,0.4576115476989497,4
0.41347068797096326,4,INCREASE_MODERATE_THRESHOLD,-1,0.4554651609121435,4
0.40070388116225536,4,DECREASE_TOP_K,1,0.3557790877403549,3
0.3589907468934848,3,DECREASE_HIGH_THRESHOLD,1,0.33531488914713536,3
0.2887578593975096,2,INCREASE_TOP_K,-1,0.3056746683873185,3
0.24569910629196007,2,DECREASE_HIGH_THRESHOLD,1,0.22967105427111048,2
0.20511138042688104,2,DECREASE_MODERATE_THRESHOLD,1,0.18002169559761283,1
0.21010830376376066,2,DECREASE_MODERATE_THRESHOLD,1,0.1844413310901183,1
0.13039789993991113,1,DECREASE_TOP_K,1,0.10756414658353332,1
0.14815431491226216,1,INCREASE_HIGH_THRESHOLD,-1,0.16925159684265656,1
