prediction,state,action,reward,next_prediction,next_state
0.03996737096189081,0,NOP,0,0.03996737096189081,0
0.04589384356707849,0,DECREASE_MODERATE_THRESHOLD,1,0.022608672293657026,0
0.0603375982428969,0,INCREASE_TOP_K,-1,0.08624455777454171,0
0.11633595651140533,1,INCREASE_TOP_K,-1,0.13256047956184316,1
0.13387338265679652,1,DECREASE_HIGH_THRESHOLD,1,0.1211087670748969,1
0.11688787662984171,1,INCREASE_HIGH_THRESHOLD,-1,0.15690495344783006,1
0.16546531101236542,1,DECREASE_HIGH_THRESHOLD,1,0.12283527248291778,1
0.1468711083341649,1,NOP,0,0.1468711083341649,1
0.1751026636114864,1,DECREASE_MODERATE_THRESHOLD,1,0.16470285937231674,1
0.2230682813806899,2,INCREASE_HIGH_THRESHOLD,-1,0.25317261770580346,2
0.25952768259823744,2,INCREASE_TOP_K,-1,0.291763805834343,2
0.26591584515996675,2,DECREASE_HIGH_THRESHOLD,1,0.2168357455515781,2
0.2684847941641729,2,NOP,0,0.2684847941641729,2
0.332789233054879,3,DECREASE_HIGH_THRESHOLD,1,0.31348798920488796,3
0.28942719639338416,2,DECREASE_HIGH_THRESHOLD,1,0.2548147463071576,2
0.32912047660631455,3,INCREASE_TOP_K,-1,0.35684742948957915,3
0.355954454720974,3,INCREASE_TOP_K,-1,0.3988954965672984,3
0.39653087368564954,3,DECREASE_MODERATE_THRESHOLD,1,0.37384131181441094,3
0.43208133580355845,4,INCREASE_HIGH_THRESHOLD,-1,0.4612452607993636,4
0.4000182185971604,4,INCREASE_TOP_K,-1,0.4115723152233092,4
0.4339565203077391,4,NOP,0,0.4339565203077391,4
0.456885677454297,4,DECREASE_MODERATE_THRESHOLD,1,0.4202705271439583,4
0.4904441087296592,4,DECREASE_MODERATE_THRESHOLD,1,0.4740323223837832,4
0.5491050630426386,5,NOP,0,0.5491050630426386,5
0.5209531039046074,5,NOP,0,0.5209531039046074,5
0.5389151150189302,5,NOP,0,0.5389151150189302,5
0.5665656124276233,5,INCREASE_HIGH_THRESHOLD,-1,0.5793704394556897,5
0.5618044782604235,5,DECREASE_HIGH_THRESHOLD,1,0.5202609781171541,5
0.5838206927222158,5,INCREASE_HIGH_THRESHOLD,-1,0.6179361530842631,6
0.6235786714124005,6,DECREASE_HIGH_THRESHOLD,1,0.6039380913401865,6
0.6500458463154526,6,INCREASE_MODERATE_THRESHOLD,-1,0.6789258257400993,6
0.6445511876951803,6,INCREASE_TOP_K,-1,0.6647796744105658,6
0.6983400524673666,6,DECREASE_TOP_K,1,0.6570511255874245,6
0.7045235252420892,7,DECREASE_HIGH_THRESHOLD,1,0.6811447035777569,6
0.7633297186979706,7,INCREASE_HIGH_THRESHOLD,-1,0.801443211506885,8
0.7106152800030713,7,INCREASE_TOP_K,-1,0.7262221733901608,7
