prediction,state,action,reward,next_prediction,next_state
0.3018948129220094,3,INCREASE_TOP_K,-1,0.33648517313692416,3
0.26975107985718305,2,NOP,0,0.26975107985718305,2
0.28173382230590666,2,INCREASE_HIGH_THRESHOLD,-1,0.29351906399409383,2
0.2436149763790853,2,DECREASE_HIGH_THRESHOLD,1,0.20272637175210545,2
0.2541917815675836,2,NOP,0,0.2541917815675836,2
0.2196647068463269,2,DECREASE_TOP_K,1,0.20216143428631303,2
0.16935411170780118,1,INCREASE_MODERATE_THRESHOLD,-1,0.21102591688364927,2
0.19621319665101558,1,DECREASE_MODERATE_THRESHOLD,1,0.15744229442721824,1
0.19765155311526553,1,INCREASE_TOP_K,-1,0.24603055516064187,2
0.188798712960916,1,INCREASE_TOP_K,-1,0.21074890243117866,2
0.17556967703376053,1,INCREASE_MODERATE_THRESHOLD,-1,0.1982204819148563,1
0.1370103517842931,1,INCREASE_HIGH_THRESHOLD,-1,0.15416847268721812,1
0.09902196498166052,0,INCREASE_TOP_K,-1,0.13872730644801712,1
0.14150484808621372,1,INCREASE_TOP_K,-1,0.18307179486702282,1
0.12022375715133066,1,INCREASE_HIGH_THRESHOLD,-1,0.15915180671516807,1
0.09622055198946802,0,DECREASE_MODERATE_THRESHOLD,1,0.08573873111182548,0
0.01922460191438985,0,INCREASE_HIGH_THRESHOLD,-1,0.056178698529038326,0
0.0498273958147097,0,DECREASE_HIGH_THRESHOLD,1,0.008799801973681895,0
0.049144484080644264,0,INCREASE_MODERATE_THRESHOLD,-1,0.08403540910721617,0
0.04111694066485525,0,NOP,0,0.04111694066485525,0
0.0,0,INCREASE_TOP_K,-1,0.011024157878468973,0
