prediction,state,action,reward,next_prediction,next_state
0.28250285322694224,2,INCREASE_MODERATE_THRESHOLD,-1,0.3039740735847235,3
0.31603914644023995,3,INCREASE_HIGH_THRESHOLD,-1,0.33872691696199014,3
0.35800264190361974,3,INCREASE_MODERATE_THRESHOLD,-1,0.39007266058633266,3
0.40783094224832733,4,INCREASE_TOP_K,-1,0.42445840355902115,4
0.4247834576980346,4,NOP,0,0.4247834576980346,4
0.48753008477520515,4,DECREASE_HIGH_THRESHOLD,1,0.4573653360369644,4
0.4898358598788426,4,INCREASE_HIGH_THRESHOLD,-1,0.5295955041108635,5
0.5266804307429002,5,DECREASE_TOP_K,1,0.514027728630931,5
0.5793209306986762,5,NOP,0,0.5793209306986762,5
0.5973093697972596,5,INCREASE_TOP_K,-1,0.6235836380432308,6
0.6269729334916463,6,INCREASE_HIGH_THRESHOLD,-1,0.6461338418755184,6
0.664327330495051,6,INCREASE_HIGH_THRESHOLD,-1,0.6965257438911032,6
0.6936653376309062,6,DECREASE_HIGH_THRESHOLD,1,0.6705388877117744,6
0.7531749163460636,7,DECREASE_TOP_K,1,0.7182410346650637,7
0.7463591928063351,7,INCREASE_MODERATE_THRESHOLD,-1,0.7639175523236876,7
0.8509420018185389,8,INCREASE_HIGH_THRESHOLD,-1,0.8869958106028822,8
0.8411907232680755,8,INCREASE_MODERATE_THRESHOLD,-1,0.8853776791663769,8
0.8962596550231777,8,DECREASE_MODERATE_THRESHOLD,1,0.8529582133216411,8
0.9373346190888056,9,INCREASE_HIGH_THRESHOLD,-1,0.9686227727156491,9
0.9445506084720231,9,NOP,0,0.9445506084720231,9
0.9432406117476415,9,INCREASE_TOP_K,-1,0.9657730534863135,9
