prediction,state,action,reward,next_prediction,next_state
0.2911869369370861,2,DECREASE_MODERATE_THRESHOLD,1,0.24654109854474215,2
0.3357775792492165,3,NOP,0,0.3357775792492165,3
0.3869831941760966,3,DECREASE_MODERATE_THRESHOLD,1,0.3627794402583186,3
0.38160821638966247,3,INCREASE_TOP_K,-1,0.4280479401254889,4
0.4693715550631137,4,INCREASE_TOP_K,-1,0.5099991530834282,5
0.48441074483663005,4,DECREASE_TOP_K,1,0.4376133618899644,4
0.5228120666976248,5,INCREASE_MODERATE_THRESHOLD,-1,0.5724791612435022,5
0.5350361555289457,5,DECREASE_HIGH_THRESHOLD,1,0.5209039626233833,5
0.5649515553699342,5,DECREASE_TOP_K,1,0.5461926903985302,5
0.5939509917474867,5,DECREASE_HIGH_THRESHOLD,1,0.5569682991295934,5
0.6412109411761356,6,DECREASE_TOP_K,1,0.6119234445149627,6
0.6639237978706156,6,INCREASE_MODERATE_THRESHOLD,-1,0.7052773448603119,7
0.6858653431481124,6,INCREASE_HIGH_THRESHOLD,-1,0.7320431067993584,7
0.6805761727847508,6,INCREASE_TOP_K,-1,0.7020472106405248,7
0.758077558589104,7,INCREASE_MODERATE_THRESHOLD,-1,0.7775083127773312,7
0.7463983313828928,7,DECREASE_HIGH_THRESHOLD,1,0.7040175823409931,7
0.7984292533998884,7,DECREASE_MODERATE_THRESHOLD,1,0.7827460937297663,7
0.8031301509563931,8,INCREASE_MODERATE_THRESHOLD,-1,0.8211296354431615,8
0.8357772630079762,8,DECREASE_MODERATE_THRESHOLD,1,0.8040199967830549,8
0.8617180227212967,8,DECREASE_MODERATE_THRESHOLD,1,0.8392082681477167,8
0.9650239346389601,9,INCREASE_MODERATE_THRESHOLD,-1,0.9768643249571588,9
0.9467467329508561,9,INCREASE_HIGH_THRESHOLD,-1,0.9622740923278603,9
0.987022248051127,9,DECREASE_MODERATE_THRESHOLD,1,0.9463870772425064,9
